token count
flown: 11
airfield: 2
heated: 12
sheer: 14
gunners: 8
gazed: 1
limbs: 4
contorted: 2
rigor: 6
mortis: 1
shave: 2
cheerful: 3
grin: 14
ques: 3
tions: 3
marched: 13
dinner: 35
telecommunications: 82
mandolinctrcolumbiaedu: 2
solctrcolumbiaedu: 14
humans: 201
emotionally: 18
blinded: 15
assures: 11
commissioned: 6
bekaa: 1
flows: 12
discharges: 4
tyre: 82
hasbani: 5
wazzani: 1
divert: 9
lac: 2
houle: 1
diversion: 7
mountainous: 7
inaccessible: 6
israe: 2
tapping: 19
aquifers: 5
energy: 203
overall: 135
bilateral: 6
withdrawals: 1
unregulated: 6
headline: 18
yugoslav: 3
dejan: 1
anastasijevic: 1
belgrade: 7
constantine: 7
mitsotakis: 6
montenegro: 5
countryto: 1
slobodan: 1
milosevic: 5
adding: 99
identical: 115
patron: 5
impose: 32
sanctions: 29
implement: 74
radovan: 1
karadzic: 6
proceed: 39
freinds: 1
premier: 11
dobrica: 1
cosic: 1
patriarch: 4
pavle: 2
priest: 58
psychopath: 2
karadzik: 1
peacelover: 1
blessings: 9
recruitment: 6
qassam: 4
lethal: 57
variants: 11
rubber: 71
coated: 18
throwers: 4
shin: 9
bahr: 1
el: 37
bakar: 1
zabal: 1
factory: 71
downing: 8
libyan: 2
airliner: 10
passengers: 17
overseeing: 4
maronite: 1
shatilla: 1
op: 41
nyt: 12
copied: 35
rosenthall: 2
wasted: 27
bash: 16
linden: 25
abound: 8
batum: 4
oblasts: 3
transcaucasia: 7
georgian: 7
tatars: 4
paradoxically: 4
transcaucasias: 3
erevan: 7
guberniia: 6
uezds: 3
uezd: 3
scant: 6
impressive: 80
notwithstanding: 16
eve: 44
dominate: 21
districts: 10
ereven: 3
persia: 10
subdivisions: 6
0: 2827
louise: 1
imperialism: 5
lenger: 1
harward: 1
knopt: 1
charles: 259
elliot: 12
arnold: 15
chatnam: 1
elie: 1
kedouri: 1
praeger: 1
crescent: 7
jackh: 1
farrar: 4
reinhart: 1
evolutions: 2
felix: 24
valyi: 1
mogan: 1
trench: 7
truebner: 1
powell: 16
feruz: 1
kazemzadeh: 1
yale: 45
conn: 9
volumes: 29
melbourne: 75
toynbee: 2
constable: 1
ltd: 138
caliphs: 1
sykes: 1
macmillan: 8
dodd: 12
meade: 9
crown: 14
sardarapat: 2
lousanne: 1
hovanessian: 1
rebirth: 2
clair: 2
seltzer: 2
fertig: 1
crane: 5
laurence: 2
evans: 78
hopkins: 84
baltimore: 120
gothard: 1
jaeschke: 1
neside: 2
kerem: 2
demir: 2
bir: 8
sehid: 2
anasina: 2
tarihin: 2
soyledikleri: 2
turkiyenin: 2
meselesi: 2
hulbe: 2
basim: 2
yayin: 2
tas: 6
ingilizce: 1
birinci: 3
baski: 1
veysel: 2
eroglu: 2
mezalimi: 8
sebil: 2
yayinevi: 2
alper: 3
gazigiray: 3
osmanlilardan: 3
gunumuze: 3
kadar: 5
vesikalarla: 3
terorunun: 3
kaynaklari: 3
gozen: 3
kitabevi: 3
kirzioglu: 2
fahrettin: 2
ili: 2
cevresinde: 2
kardes: 2
matbaasi: 2
tc: 12
basbakanlik: 1
osmanli: 13
arsivi: 2
babiali: 3
esas: 3
evraki: 1
perakende: 1
irade: 1
defterleri: 3
cemaat: 1
gayr: 1
meclisi: 2
dahiliye: 3
nezareti: 5
kalem: 1
mahsus: 1
dosyalari: 1
sifre: 1
siyasi: 3
kartonlar: 2
muhimme: 1
kartonlari: 1
disisleri: 1
bakanligi: 1
hazine: 1
defterdarlik: 1
umumi: 1
muteferrik: 1
parliamentary: 15
hansard: 1
commonslords: 1
confidential: 36
ryan: 226
curzon: 1
india: 27
blackfriars: 1
lpolitical: 1
boxes: 147
lp: 9
ministere: 1
des: 336
affaires: 2
entrangeres: 1
quai: 1
dorsay: 1
diplomatiques: 1
armeniens: 4
turquie: 2
dorient: 1
levant: 3
armenie: 1
akarli: 1
belgelerle: 1
tanzimat: 1
gn: 4
kur: 2
atase: 1
askeri: 8
tarih: 6
belgeleri: 7
dergisi: 2
xxxi: 1
dec: 152
xxxii: 1
hocaoglu: 2
anasir: 1
osmaniye: 1
heyeti: 1
nizamnamesi: 1
meray: 2
transed: 1
lozan: 1
baris: 1
konferansi: 1
tutanaklar: 1
belgeler: 2
lo: 25
olcay: 4
imparatorlugunun: 3
cokus: 1
mondros: 1
birakismasi: 1
sevr: 1
andlasmasi: 1
ilgili: 1
devleti: 3
agissements: 1
revolutionnaires: 1
comites: 1
avant: 2
apres: 1
proclamation: 6
ottomane: 1
komitelerinin: 1
hareket: 1
ihtilaliyesi: 1
ilan: 2
mesrutiyetten: 1
evvel: 1
sonra: 4
idare: 2
umumiye: 5
kanunu: 1
muharrerat: 4
mecmuasi: 5
hariciye: 1
imtiyazat: 1
ecnebiyyenin: 1
lagvindan: 1
dolayi: 1
memurine: 1
teblig: 1
olunacak: 1
talimatname: 1
harbiye: 1
ahalinin: 3
ducar: 3
olduklari: 3
mezalim: 4
hakkinda: 8
vesaike: 3
mustenid: 3
malumat: 3
aliye: 1
divan: 1
harbi: 3
orfisinde: 1
tedkik: 1
olunan: 1
mesele: 1
yi: 5
siyasiye: 1
izahat: 1
turkozu: 3
sovyet: 4
belgeleriyle: 4
buyuk: 1
millet: 2
gizli: 1
celse: 1
zabitlari: 1
adamof: 1
devlet: 1
anadolunun: 1
taksimi: 1
plani: 1
tran: 11
rahmi: 1
mutlucag: 1
altinay: 2
iki: 6
komite: 2
kital: 2
kafkas: 2
yollarinda: 2
hatiralar: 2
tahassusler: 2
turkiyede: 1
katolik: 1
propagandasi: 1
tarihi: 3
encumeni: 1
asaf: 1
muammer: 2
mesulleri: 1
akboy: 1
dunya: 2
harbinde: 2
hazirliklari: 1
harbe: 1
girisi: 1
harbordun: 1
anadolu: 1
gezisi: 1
meselesine: 1
dair: 1
raporu: 1
kurtulus: 1
savasi: 1
baslangicinda: 1
devrim: 1
aksin: 1
turkler: 2
basar: 3
edermenilerden: 1
gorduklerimiz: 3
makaleler: 3
derlemeler: 3
belen: 1
deliorman: 1
turklere: 1
karsi: 1
komitecileri: 1
ege: 1
prens: 1
sabahaddin: 1
hayati: 1
ilmi: 1
mudafaalari: 1
ercikan: 1
ermenilerin: 3
bizans: 1
imparatorluklarindaki: 1
rolleri: 1
gurun: 4
sorunu: 1
yahut: 1
sorun: 1
nasil: 1
yaratilir: 1
tarihinde: 1
sempozyumu: 1
arsiv: 1
vesikalariyla: 1
tarihte: 1
karal: 1
vi: 35
vii: 8
viii: 3
kurat: 1
paylasilmasi: 1
ermenilerce: 1
talat: 1
pasaya: 1
atfedilen: 1
telgraflarin: 1
icyuzu: 1
ahmad: 6
oxford: 28
fangornmcrcimmcgilledu: 1
quotings: 1
isnot: 2
undermined: 3
unconcluded: 1
motive: 23
israelas: 1
oppressiveas: 1
ignorantor: 1
fucked: 8
rapists: 9
implication: 33
viktoriadsvsuse: 2
inusa: 1
condemned: 36
nonsence: 1
gorbatjov: 2
indians: 70
sayit: 1
harmony: 23
noe: 2
shortsighted: 4
neigbours: 1
neighbour: 9
petrosyan: 2
presindent: 1
funeral: 6
ordertaking: 2
ohhh: 3
askew: 16
arabsisreal: 3
whowhat: 4
doubts: 25
actual: 224
predates: 8
invasions: 8
midapril: 2
lt: 23
col: 44
lorch: 1
hagana: 1
arguable: 6
seiges: 2
villiages: 3
kfar: 2
szold: 1
yehiam: 2
tirat: 1
tzvi: 1
hebron: 4
convoy: 2
villiage: 1
seige: 3
memoriam: 4
launched: 92
intifadah: 2
gauche: 6
autumn: 13
stillness: 5
pleiades: 5
thorny: 9
deserts: 15
tents: 6
somwhere: 6
brenda: 6
murmurs: 7
inadequacies: 2
poem: 14
erich: 15
fried: 17
poet: 9
ein: 13
jude: 17
zionistischen: 1
kaempfer: 1
wollt: 5
eigentlich: 1
wirklich: 2
uebertreffen: 1
euch: 3
niedergetreten: 1
haben: 2
vor: 2
einem: 2
menschenalter: 1
euer: 1
eigenes: 2
blut: 1
und: 21
euren: 3
eigenen: 1
kot: 1
alten: 1
foltern: 1
jetzt: 3
andere: 2
weitergeben: 1
mit: 223
blutigen: 1
dreckigen: 1
einzelheiten: 1
allem: 1
brutalen: 1
genuss: 1
folterknechte: 1
unsere: 3
vaeter: 1
sie: 10
damals: 2
erlitten: 1
neue: 3
sein: 2
sa: 39
aus: 4
palaestinensern: 1
neuen: 2
juden: 2
machen: 3
aber: 2
dann: 3
auch: 1
ich: 6
weil: 2
fuenfzig: 1
jahren: 1
selbst: 1
als: 14
judenkind: 1
gepeinigt: 1
wurde: 1
peinigern: 1
neuer: 1
diesen: 1
zu: 1
denen: 2
palaestinenser: 1
macht: 1
zurueckfuehren: 1
helfen: 1
freie: 1
menschen: 4
palaestina: 1
vertrieben: 1
habt: 1
oder: 2
quaelt: 1
hakenkreuzlehrlinge: 1
narren: 1
wechselbaelge: 1
weltgeschichte: 1
davidstern: 1
auf: 6
fahnen: 1
sich: 1
immer: 4
schneller: 1
verwandelt: 1
das: 29
verfluchte: 1
zeichen: 1
vier: 1
fuessen: 1
nun: 2
sehen: 1
dessen: 1
weg: 1
heut: 1
geht: 1
nodes: 25
neverending: 1
moron: 21
rarely: 56
abides: 1
hindu: 7
pilgrims: 7
intrafada: 1
egyption: 1
riots: 28
maalot: 1
coastal: 10
sudan: 4
tienenman: 1
pan: 28
ireland: 38
attica: 1
watts: 53
kent: 196
reractor: 1
worshipers: 6
rioters: 6
demands: 41
hosni: 1
mubaraks: 1
nonetheless: 24
threats: 40
hanan: 1
ashrawi: 1
enissurensoy: 2
torturing: 3
massacering: 1
enis: 1
commitment: 71
mature: 30
determinedly: 2
tovfik: 1
kasimov: 1
croatians: 2
sephardic: 3
cebbar: 1
leygara: 1
stamps: 14
undefined: 60
countires: 1
extradite: 1
prohibit: 61
reside: 8
communites: 2
deposit: 14
emmigrate: 2
hafez: 1
intercontinental: 2
paved: 5
cheesy: 10
inappropriate: 29
implied: 55
clamen: 3
byronspcscmuedu: 1
martin: 161
kaye: 3
benjamin: 18
truely: 17
charismatic: 8
articulate: 6
clameninternet: 1
scienceuucp: 1
universityphone: 1
forbes: 15
avenuefax: 1
pittsburgh: 507
pa: 203
ezrachut: 1
yisrealit: 1
amerindian: 1
residing: 5
druze: 3
visting: 1
bourbon: 4
scotch: 1
thrilled: 13
kibbbutz: 1
candidates: 66
rigorous: 19
divorce: 30
handled: 62
rabbanut: 1
handles: 42
shaaria: 1
denominations: 18
establishment: 56
hilton: 4
muslins: 1
sanctity: 4
cemetaries: 1
sancrosanct: 1
agron: 1
rubenstein: 4
messy: 9
hillel: 6
retarded: 6
rintoul: 1
reposting: 13
bandwidth: 69
picky: 12
morally: 33
superior: 94
staggering: 3
uprisings: 1
butchering: 7
chiefly: 4
equivalent: 142
colonizing: 2
sucks: 29
saddening: 2
eliminate: 61
asses: 3
evacuate: 2
wingers: 9
somalis: 3
worlders: 3
predicted: 52
dispute: 59
cleaning: 61
bloody: 48
adventure: 16
frequent: 56
ritualized: 2
stifle: 4
covert: 12
coercion: 19
domination: 15
valued: 13
reoccuring: 2
alleviated: 5
chutzpa: 1
reacts: 8
edit: 62
milege: 1
hehehe: 6
mongering: 7
devoid: 18
finalyy: 3
mitigate: 9
offensiveness: 6
dedicated: 62
perpetuating: 7
pitty: 3
continual: 11
commerate: 3
kicking: 32
inhabitant: 6
deam: 3
converts: 27
protocols: 45
deserves: 42
observant: 2
jewisraeliamerican: 1
priviliges: 2
limbo: 2
hamid: 3
reza: 1
mohammadi: 1
daniali: 1
celebornmcrcimmcgilledu: 2
results: 386
undressing: 2
karine: 1
grigorevna: 2
typist: 6
azsantekmontazh: 1
smu: 3
komsomol: 8
argentinian: 5
seats: 57
reacted: 10
auditorium: 6
fat: 81
pompously: 1
beastly: 1
films: 19
naughty: 5
accident: 117
slingshot: 3
flagged: 3
farther: 16
jam: 15
standstill: 1
ka: 16
ra: 100
bagh: 1
cheer: 14
zimogliad: 1
apprenticeships: 1
cabs: 2
nightmare: 16
decides: 46
drugstore: 2
allergy: 27
vera: 28
fairy: 5
tale: 38
cleared: 30
runs: 495
stomping: 2
everyones: 28
staring: 2
spill: 10
crush: 11
garages: 3
sergey: 2
tramping: 3
din: 21
roar: 10
grisha: 1
spaced: 10
dowry: 1
crows: 4
bursts: 21
vacate: 2
downstairs: 10
doorway: 3
pacified: 1
commanding: 3
shaven: 2
balding: 3
instant: 33
loses: 24
frames: 42
twitching: 4
humbling: 2
entreaty: 2
humble: 28
commands: 124
railings: 1
biting: 9
pinching: 1
indoors: 2
agayev: 2
touching: 14
grabs: 11
marinas: 4
opens: 29
pushes: 7
stealing: 40
opportunity: 127
crawled: 11
robe: 1
stockings: 2
supervisors: 5
stopping: 55
puffed: 5
appearance: 63
scream: 32
ambulances: 3
firemen: 5
goners: 1
boss: 56
pashayeva: 1
behavior: 194
tranquilizer: 4
pur: 2
wards: 2
categorically: 4
forbade: 4
orderly: 5
sack: 14
apples: 91
pounds: 63
embarrassing: 9
appetite: 6
wink: 5
fated: 2
comrade: 9
diagnose: 20
trauma: 6
clinic: 64
antifever: 1
bandages: 1
chest: 43
waist: 7
overheard: 10
agitating: 1
seidov: 4
chairman: 33
seidovs: 1
agitators: 2
wits: 4
departing: 3
overcharged: 1
stank: 2
seating: 8
stench: 1
smallest: 29
arriving: 17
bathed: 1
stab: 12
attic: 2
suspicious: 26
ids: 22
resumed: 13
melkumian: 2
lezgins: 2
doused: 1
gasoline: 22
trace: 74
btz: 4
shift: 121
razmella: 1
hoard: 3
discern: 6
song: 40
sang: 7
directorates: 1
azi: 1
khimzashchita: 1
secretaries: 4
stations: 65
iden: 1
tified: 1
processing: 206
leg: 55
earring: 5
najaf: 4
rzayev: 3
noisy: 41
alibi: 4
voronezh: 1
fedorov: 16
rzayevs: 1
mat: 43
hassling: 1
dormitory: 5
custody: 12
shurik: 3
clarinet: 27
player: 383
announcements: 22
everythings: 3
sauna: 1
satisfied: 48
photographed: 9
clasps: 1
needle: 21
haystack: 1
complected: 1
dowries: 1
remembering: 15
halt: 10
avert: 1
dissipated: 2
cared: 18
chewing: 19
glance: 10
celebration: 27
deaf: 18
screamed: 9
ermianlary: 1
captains: 28
tatar: 1
papas: 4
looters: 2
switched: 66
wheres: 23
wardrobe: 4
bag: 61
wore: 9
cheval: 1
pillow: 2
shoved: 3
suffocate: 2
nose: 88
sleeping: 26
awake: 8
softly: 5
mall: 14
mattress: 3
alik: 5
knitting: 1
coveralls: 1
unfinished: 6
dallakian: 1
retirement: 9
pots: 12
wrecking: 10
exserviceman: 1
pillows: 2
rug: 8
ringleader: 1
furious: 1
comb: 3
flashlights: 2
waists: 2
soot: 4
fuel: 159
quiver: 5
sobbed: 1
brutal: 23
foe: 4
throws: 15
stomped: 3
trick: 81
outbreak: 26
orchestrating: 1
danish: 6
initfada: 1
setup: 160
footage: 19
affirmatively: 1
sensitive: 84
spots: 39
tsiel: 15
ohayon: 5
capel: 5
pacific: 85
limited: 336
tokyo: 30
china: 43
transpire: 1
proliferation: 3
monster: 21
mosques: 6
zero: 137
rightful: 9
millennium: 9
moniker: 2
conswhatever: 1
amsterdam: 26
persist: 7
stalingrad: 2
volgagrad: 1
chinas: 1
peking: 1
traded: 112
beiging: 1
trujillo: 1
dominican: 1
santa: 137
domingo: 1
zimbabves: 1
salisburry: 1
harrare: 1
determined: 114
cons: 10
intransigence: 5
mortals: 8
reconcile: 22
discovery: 37
laurels: 1
civilizations: 3
undereducated: 1
wieneramus: 2
rationalize: 6
barrel: 45
battles: 14
venetians: 1
invariably: 11
assyrians: 2
sumerians: 1
phoenicians: 1
turkiyes: 2
coastline: 3
hegemony: 1
arromdians: 2
grandiose: 7
hallucination: 5
wake: 53
sweet: 29
daydreams: 3
confront: 8
unproductive: 4
selanik: 2
assaults: 21
southeastern: 3
salonica: 14
port: 338
ritual: 25
decimate: 1
terrorized: 2
languages: 44
hindrance: 1
forbad: 1
stimulating: 3
exodus: 24
cambel: 1
regulations: 75
requiring: 51
expropriating: 1
derive: 23
decimation: 2
rumelia: 1
sultan: 4
crimea: 1
eighteenth: 4
crimean: 2
accompany: 5
shrinking: 3
mightly: 1
circassians: 1
twenty: 50
gaining: 26
portions: 32
mantran: 1
sociale: 1
communaute: 1
juive: 1
salonqiue: 1
fin: 15
dix: 1
neuvieme: 1
siecle: 1
rh: 7
nehama: 2
aiu: 13
benghiat: 1
ecole: 7
allatini: 2
boycotts: 1
manufacturers: 150
campaigns: 7
libel: 5
secondaire: 1
describes: 84
pillaging: 1
synagogues: 2
mizrahi: 1
comitadjis: 1
pillaged: 3
tovi: 1
alliance: 14
universelle: 1
mailer: 85
tmail: 11
wrt: 18
compulsory: 5
legit: 10
constitutes: 24
indication: 62
inpermissable: 1
combatant: 2
posession: 5
armament: 1
mbts: 1
verbal: 15
militarycivilian: 1
ak: 26
rpg: 9
incoming: 26
separated: 38
intervals: 18
counds: 1
volley: 1
originate: 15
iaf: 2
uniquely: 4
coctails: 2
prospective: 11
agm: 1
acm: 33
cockpit: 4
meters: 50
dos: 868
mailnews: 10
gurneycsumnedu: 1
suat: 6
kiniklioglu: 5
reiterate: 11
cypriots: 18
ohi: 2
seei: 4
flyers: 187
strange: 138
aden: 5
wealthiest: 1
expects: 24
occuring: 25
overwhelming: 31
logistics: 4
logistical: 4
harder: 93
commemoration: 2
manifests: 10
awkward: 8
mislead: 10
nail: 23
studded: 1
ajar: 1
spurred: 3
gritted: 1
reeked: 1
sodden: 1
slits: 1
rags: 13
strewed: 1
tripod: 1
embers: 2
beams: 14
bare: 52
inner: 64
buzzed: 3
grimy: 1
turban: 1
rifle: 50
bashed: 7
gagging: 1
slashed: 4
yawned: 1
dozed: 1
woke: 18
dros: 3
starlight: 1
bawling: 1
keelhauled: 1
abruptly: 9
quick: 235
childs: 22
boast: 8
irreligion: 1
infidels: 3
daybreak: 1
chattering: 2
ravens: 3
carcass: 2
djul: 7
hauled: 5
hovels: 1
chattels: 1
scrap: 12
saddlebags: 4
looms: 1
spinning: 21
wheels: 58
leavewe: 1
bientot: 1
camarade: 1
molokan: 1
scout: 29
plodded: 1
parching: 1
bathing: 2
doubtless: 9
distrust: 7
tribal: 4
merrimanov: 1
jabbing: 1
dumbshow: 1
ridges: 1
expanse: 1
floors: 13
fog: 13
cotton: 15
flock: 5
whee: 1
ee: 32
whistle: 6
lined: 13
clicked: 6
carbines: 1
plunged: 3
archo: 1
haunches: 1
rippling: 1
horde: 3
tail: 43
bellies: 3
spur: 13
pageant: 1
utica: 22
brass: 15
tsing: 5
thumping: 4
batteries: 70
cattle: 12
lowed: 1
barked: 1
ate: 22
hunk: 5
cheese: 16
puddle: 3
mist: 10
folded: 9
upward: 9
faintly: 2
shrill: 3
streaks: 6
rose: 116
wisps: 1
glimmered: 1
wattle: 1
dry: 67
roofs: 14
clump: 3
thick: 29
crooked: 7
alleys: 7
horsemen: 1
galloping: 1
mounted: 68
tartarski: 1
gunner: 3
pantomimed: 1
twisted: 34
bronze: 12
yanked: 4
breech: 6
petered: 2
rode: 30
steep: 16
dense: 17
scrub: 4
alders: 2
smoldering: 6
calves: 3
lamb: 36
stubble: 2
meal: 26
toting: 8
bayonet: 14
judged: 51
clot: 3
crusted: 2
homespun: 2
rawhide: 3
jacket: 59
knee: 29
pewter: 2
dough: 6
jabbed: 2
neck: 61
grownups: 2
sorrel: 2
beside: 25
hosts: 28
tabs: 12
brigands: 1
troop: 30
spies: 11
transcaucasus: 1
smacked: 3
droopy: 13
nicosia: 8
peopleaccording: 1
destroyedyoung: 1
gumru: 3
reds: 68
deutsche: 2
allgemeine: 1
zeitung: 1
commissioner: 23
les: 46
armees: 1
francaises: 1
au: 38
punitive: 3
marash: 1
detect: 87
planting: 5
targetted: 4
abuse: 140
facto: 23
equitably: 1
interference: 72
adequately: 25
patrolled: 5
siezed: 3
significant: 218
duteinhettudelftnl: 2
delft: 8
dynamics: 73
eldery: 3
atop: 8
munitions: 10
dumps: 10
hospitals: 62
kinda: 67
bunker: 13
vanya: 1
bagratovich: 1
bazian: 1
foreman: 4
spetsmontazh: 1
umsmr: 1
zhdanov: 2
cables: 62
nothings: 7
entrusted: 5
warned: 39
disquiet: 1
tense: 11
zardali: 1
passport: 21
socks: 9
transport: 43
arranged: 36
squared: 3
odd: 102
cordon: 1
kavkaz: 3
waving: 27
sidewalks: 3
nut: 49
pundukh: 2
fundukh: 1
pronunciations: 1
slash: 13
lit: 17
gleaming: 5
shaft: 91
mir: 21
zaporozhets: 1
incinerated: 2
traces: 19
skeleton: 4
metallic: 15
hatches: 2
pistol: 50
cordoning: 1
gait: 2
fewer: 68
megaphone: 1
megaphones: 1
middles: 1
edges: 52
yitza: 5
theref: 5
ore: 11
silverman: 7
comp: 121
insight: 40
interrupt: 58
cubs: 155
baseball: 425
geddy: 3
lee: 238
helen: 8
womack: 2
snowy: 2
sheltering: 3
chased: 12
forests: 4
graves: 28
retrieve: 34
temperatures: 20
degrees: 104
rami: 1
nasiru: 2
routine: 98
accustomed: 10
realised: 7
machineguns: 4
ither: 7
visa: 20
separetely: 1
nowthere: 1
peacemaking: 1
territorialwater: 1
dreaming: 7
sakarya: 1
indirecly: 4
supporter: 20
laught: 1
brainwashing: 18
encounters: 18
schooling: 5
turksjust: 1
arats: 1
slavs: 5
murdersrapesdistruction: 4
friendliness: 6
turkeyarmenian: 1
childrenthis: 1
conlusion: 1
serbss: 1
turkeybarbaric: 1
treats: 20
geographical: 15
unmonitored: 1
behave: 30
israile: 1
sicak: 1
bakmayanlara: 1
aydinlatici: 1
kubilay: 6
kultigin: 5
kk: 51
bugunlerde: 2
muhabbetlerinden: 1
esinlenerek: 1
sunu: 1
yazayim: 1
dedim: 1
persuading: 4
resolution: 200
sour: 9
turco: 3
ensuring: 11
wahington: 1
underline: 5
affinity: 11
owed: 2
enior: 1
grateful: 43
refelecting: 1
kkrobins: 1
philip: 36
chathm: 1
fast: 586
johns: 104
cs: 210
truelove: 11
leftover: 16
casserole: 5
flaming: 57
wings: 231
hut: 13
mtluagic: 5
bait: 25
stroll: 4
majestic: 8
lincoln: 59
arisen: 4
hallowed: 3
countless: 16
sacrifices: 19
unheralded: 2
achievements: 7
creeds: 12
sits: 27
edifice: 2
contentious: 7
sectarian: 4
deceptive: 8
unwitting: 3
largess: 2
taxpayer: 6
adherents: 10
scan: 68
hogwash: 5
rexsoviet: 1
bloodedly: 1
occasion: 22
restitution: 4
recognition: 52
delayed: 29
manipulations: 8
adopts: 3
accede: 2
pressures: 18
vehement: 3
coddling: 1
unqualified: 4
statesmen: 1
cis: 38
pulls: 14
elif: 1
kaban: 1
burying: 6
scores: 105
overran: 1
mourner: 1
azer: 2
hajiev: 2
carving: 3
brush: 19
raid: 51
khojalys: 1
tuesdays: 6
khocaly: 3
clorhing: 1
geyush: 1
gassanov: 1
aslanov: 1
ransuddenly: 1
thumpour: 1
blocked: 25
recovering: 10
exiting: 15
halted: 8
widespread: 68
quinn: 26
globe: 24
lance: 34
visser: 5
dhostwoconvexcom: 2
convex: 75
richardson: 73
tx: 210
+the: 7
+will: 1
+remember: 1
+be: 1
britains: 7
slated: 8
+state: 1
considerations: 36
+other: 1
+syria: 1
mandates: 6
milan: 17
hollow: 25
turkishmuslim: 1
dashnag: 3
chieftains: 1
dashnagtzoutune: 2
warand: 1
flocked: 2
kery: 1
regiments: 2
definite: 45
soldiery: 2
detached: 17
zivin: 2
miserable: 16
ox: 9
carts: 15
ponies: 1
worldly: 8
unmolested: 1
turan: 12
aydinlig: 1
compatriots: 4
lorries: 3
picket: 9
sadvalers: 2
escalation: 5
imperial: 20
chains: 17
pretence: 3
ukhari: 2
upper: 86
garabag: 4
urgent: 18
lachin: 1
encircled: 2
alpine: 6
ganja: 1
rendering: 62
magnitude: 37
daglig: 2
heaviest: 2
technique: 101
ruling: 54
destructions: 1
hastily: 1
arif: 2
aliev: 3
anxiety: 10
csce: 4
rafaelli: 1
mareska: 1
chetin: 1
hikmet: 2
haji: 2
zade: 2
picketed: 2
token: 30
dayag: 1
picketers: 1
classified: 108
inter: 29
marked: 48
lezghian: 1
informs: 4
retreated: 2
gambar: 1
sqkm: 1
phase: 93
aggressor: 4
participating: 32
casts: 4
sincerity: 7
mediation: 1
wrecked: 14
aegis: 2
combatted: 1
buber: 1
einstein: 68
christianity: 378
inst: 21
shuldigcshujiacil: 1
jumper: 109
extraordinaire: 4
corrupts: 5
demon: 15
delight: 7
illustrious: 5
iin: 4
despicable: 5
retract: 31
accusation: 18
fck: 3
emmanuel: 8
huna: 3
nutcase: 6
etcorganization: 8
halaimitedu: 7
gosh: 17
tesiel: 1
fuck: 36
tagged: 7
praised: 4
logicless: 1
apologized: 10
hike: 11
malfunctioning: 4
ifwhen: 5
gazapalestine: 1
repairmen: 2
traders: 25
feuding: 1
wanna: 46
mujahid: 7
desintegrated: 5
babbling: 3
talkpoliticsmideast: 2
releases: 55
followingup: 1
flap: 2
flippers: 1
diseased: 2
exemption: 8
funding: 125
batman: 18
catholic: 205
commandeer: 1
ragheads: 1
hymies: 1
rank: 32
whith: 4
mujahids: 2
leat: 3
atni: 2
fantastic: 25
grossly: 10
exaggerated: 9
blatant: 18
drawbacks: 10
incites: 1
harass: 7
integrity: 29
opposes: 8
indriect: 1
couples: 22
tehy: 2
disapproves: 2
intermarriagewhen: 1
decmoractic: 1
affiliation: 21
constituency: 2
traditions: 36
separates: 5
touched: 19
manifestations: 10
arosewhen: 1
decrease: 29
stable: 70
mubashir: 7
postingi: 2
recieved: 20
toosome: 2
debated: 9
unprecedented: 13
worldthose: 2
iihowever: 2
ittoday: 2
willit: 2
belligerants: 1
subdued: 1
injury: 114
imbibed: 1
seize: 14
unwilling: 24
holocastsp: 2
muscle: 55
wary: 20
muscles: 28
lovers: 14
noble: 19
tomahawk: 4
reduced: 105
rubble: 9
inspite: 3
mightthe: 2
disadvantage: 25
weeker: 2
bullyhence: 2
indirecltly: 2
unintentionally: 7
killersand: 2
thisi: 4
killers: 15
mrizvi: 2
nursery: 1
jerk: 40
slain: 12
persisted: 7
slaughtering: 9
looting: 4
scenes: 30
ardor: 1
craig: 213
wilfrid: 5
laurier: 5
mohamad: 2
ebrahimi: 2
aired: 8
brevity: 8
cbc: 35
snoozeworld: 1
programs: 678
misinformation: 12
maximize: 13
